id;house_number;street;post_code;city;district;geojson_geometry;post_station_id
531;26;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1872154, 48.0488734], [8.1874443, 48.0488684], [8.1874392, 48.048763], [8.1872103, 48.048768], [8.1872154, 48.0488734]]};1
532;30;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1866147, 48.0493937], [8.1867635, 48.049401], [8.1867747, 48.0492989], [8.1865599, 48.0492884], [8.1865549, 48.0493335], [8.1865287, 48.0493322], [8.1865241, 48.0493737], [8.1866164, 48.0493782], [8.1866147, 48.0493937]]};1
533;6;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1908346, 48.046787], [8.1907689, 48.0466898], [8.1905529, 48.046755], [8.1906186, 48.0468522], [8.1908346, 48.046787]]};1
534;5;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1849851, 48.0496581], [8.1849446, 48.0496487], [8.1849416, 48.0496545], [8.1848953, 48.0496438], [8.1849037, 48.0496274], [8.1848001, 48.0496035], [8.1847738, 48.0496545], [8.1847959, 48.0496596], [8.1847798, 48.0496909], [8.1848013, 48.0496958], [8.1847949, 48.0497083], [8.1849419, 48.0497421], [8.1849851, 48.0496581]]};1
535;9;Friedlandweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1955005, 48.0467543], [8.1956314, 48.046723], [8.1955721, 48.0466122], [8.1954412, 48.0466434], [8.1955005, 48.0467543]]};1
536;28;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1871216, 48.0500373], [8.1873543, 48.0500398], [8.1873574, 48.0499095], [8.1871248, 48.049907], [8.1871216, 48.0500373]]};1
537;3;Zur Langeck;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1887767, 48.0498881], [8.1890112, 48.0497878], [8.1889146, 48.0496869], [8.1886801, 48.0497872], [8.1887767, 48.0498881]]};1
538;13;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1834511, 48.0496624], [8.1836067, 48.0496762], [8.1836248, 48.0495847], [8.1834692, 48.0495709], [8.183459, 48.0496224], [8.1834511, 48.0496624]]};1
539;21;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1925234, 48.0481434], [8.1925744, 48.0480679], [8.1924414, 48.0480278], [8.1924079, 48.0480775], [8.1923905, 48.0481033], [8.1924838, 48.0481314], [8.1925234, 48.0481434]]};1
540;9;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1861197, 48.0479603], [8.1863111, 48.0479679], [8.1863211, 48.0478548], [8.1861297, 48.0478473], [8.1861197, 48.0479603]]};1
541;10;Zur Langeck;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1884034, 48.050368], [8.1885836, 48.0502775], [8.1884932, 48.0501971], [8.188313, 48.0502875], [8.1884034, 48.050368]]};1
542;3;Barbaraweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1880785, 48.0490039], [8.1883637, 48.0490139], [8.1883732, 48.0488924], [8.188088, 48.0488823], [8.1880785, 48.0490039]]};1
543;46;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1847426, 48.0487706], [8.1847528, 48.0486685], [8.184584, 48.048661], [8.1845738, 48.048763], [8.1847426, 48.0487706]]};1
544;44;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1926451, 48.046972], [8.1928468, 48.0469626], [8.1928348, 48.046848], [8.1926331, 48.0468574], [8.1926451, 48.046972]]};1
545;10;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.184539, 48.0499656], [8.1845542, 48.0498589], [8.1844485, 48.0498521], [8.1844501, 48.0498407], [8.184395, 48.049837], [8.184389, 48.0498811], [8.1844094, 48.0498823], [8.1844068, 48.0499013], [8.1843988, 48.0499566], [8.184539, 48.0499656]]};1
546;19;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1933346, 48.046671], [8.1933627, 48.0465361], [8.1929994, 48.0465022], [8.1929712, 48.0466371], [8.1933346, 48.046671]]};1
547;24;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1880109, 48.0498065], [8.188176, 48.0498091], [8.1881797, 48.0497011], [8.1880146, 48.0496986], [8.1880109, 48.0498065]]};1
548;8;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.191055, 48.0465016], [8.1909941, 48.0464326], [8.1907744, 48.0465194], [8.1908354, 48.0465884], [8.191055, 48.0465016]]};1
549;29;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1936348, 48.0476336], [8.1936582, 48.0475584], [8.1934732, 48.0475326], [8.1934497, 48.0476078], [8.1936348, 48.0476336]]};1
550;7;Zur Langeck;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1881823, 48.0501962], [8.1882642, 48.0501608], [8.1882918, 48.0501893], [8.1883888, 48.0501473], [8.1883544, 48.0501118], [8.1882529, 48.0500114], [8.1881557, 48.0500554], [8.1881884, 48.0500714], [8.188099, 48.05011], [8.1881823, 48.0501962]]};1
551;21;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1840522, 48.0485398], [8.1840617, 48.0484187], [8.1839191, 48.0484137], [8.1839096, 48.0485348], [8.1840522, 48.0485398]]};1
552;48;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1964687, 48.046051], [8.1965612, 48.0459908], [8.1964325, 48.0459024], [8.19634, 48.0459626], [8.1964687, 48.046051]]};1
553;2;Barbaraweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1874856, 48.0492998], [8.187752, 48.0492973], [8.1877496, 48.0491818], [8.1874832, 48.0491843], [8.1874856, 48.0492998]]};1
554;16;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1863218, 48.0482688], [8.1863996, 48.048269], [8.1864006, 48.0481267], [8.1863229, 48.0481265], [8.1863226, 48.0481646], [8.1863218, 48.0482688]]};1
555;38;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1933064, 48.0474267], [8.1933393, 48.0472667], [8.1931262, 48.0472472], [8.1930934, 48.0474071], [8.1933064, 48.0474267]]};1
556;68;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1938834, 48.0451972], [8.1939029, 48.0451085], [8.1937434, 48.0450928], [8.1937239, 48.0451815], [8.1938834, 48.0451972]]};1
557;67;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1910391, 48.0443455], [8.1910503, 48.0442175], [8.1907292, 48.0442049], [8.1907179, 48.0443329], [8.1910391, 48.0443455]]};1
558;42;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1851442, 48.0486137], [8.1852353, 48.0485862], [8.1851702, 48.0484899], [8.1851553, 48.0484679], [8.1850642, 48.0484954], [8.1851258, 48.0485865], [8.1851442, 48.0486137]]};1
559;34;Kohlheppstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1925607, 48.0474204], [8.1927241, 48.0474236], [8.1927288, 48.047317], [8.1925654, 48.0473138], [8.1925607, 48.0474204]]};1
560;94;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1902586, 48.0449701], [8.1904435, 48.0450629], [8.1905111, 48.0450027], [8.1903261, 48.0449099], [8.1902586, 48.0449701]]};1
561;58;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.194859, 48.0452536], [8.1948896, 48.0451548], [8.1947535, 48.045136], [8.194723, 48.0452348], [8.194859, 48.0452536]]};1
562;4;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1853509, 48.0501532], [8.1853692, 48.0500425], [8.1852849, 48.0500363], [8.1852832, 48.0500465], [8.1852023, 48.0500405], [8.185194, 48.0500837], [8.1851781, 48.0500823], [8.1851766, 48.0500901], [8.1851734, 48.0501099], [8.18519, 48.0501111], [8.1851851, 48.050141], [8.1853509, 48.0501532]]};1
563;13;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1854256, 48.0481811], [8.1854362, 48.048058], [8.1852411, 48.0480505], [8.1852304, 48.0481736], [8.1854256, 48.0481811]]};1
564;56;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1950466, 48.045285], [8.1950783, 48.0451941], [8.1949376, 48.0451721], [8.1949059, 48.045263], [8.1950466, 48.045285]]};1
565;3;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.190218, 48.0474587], [8.190167, 48.0473827], [8.1900276, 48.0474244], [8.1900361, 48.0474372], [8.189989, 48.0474513], [8.1900027, 48.0474718], [8.1899931, 48.0474747], [8.1900217, 48.0475174], [8.190218, 48.0474587]]};1
566;1;Neue Heimat;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1912192, 48.0457647], [8.1914399, 48.0456762], [8.1913696, 48.0455978], [8.1911488, 48.0456863], [8.1912192, 48.0457647]]};1
567;44/1;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.196272, 48.0456239], [8.1963647, 48.0455419], [8.196335, 48.0455269], [8.1963247, 48.045536], [8.1962594, 48.045503], [8.1962568, 48.0455053], [8.1962088, 48.0455477], [8.1961769, 48.0455759], [8.196272, 48.0456239]]};1
568;58;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1839096, 48.0491142], [8.1841685, 48.0491318], [8.1841862, 48.0490151], [8.1839273, 48.0489975], [8.1839096, 48.0491142]]};1
569;5;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1903602, 48.0474199], [8.1905527, 48.0473785], [8.1905075, 48.0472846], [8.1904047, 48.0473067], [8.1904108, 48.0473194], [8.1903211, 48.0473387], [8.1903602, 48.0474199]]};1
570;34;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1859182, 48.050186], [8.1859581, 48.0501811], [8.1859607, 48.0501904], [8.1859953, 48.0501861], [8.1859925, 48.0501758], [8.1861028, 48.0501621], [8.1860777, 48.0500717], [8.1860265, 48.050078], [8.1860206, 48.0500566], [8.1859682, 48.0500631], [8.1859742, 48.0500848], [8.1858929, 48.0500948], [8.1859182, 48.050186]]};1
571;17;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1892755, 48.047406], [8.1895156, 48.047278], [8.189416, 48.0471945], [8.1891759, 48.0473224], [8.1892755, 48.047406]]};1
572;74;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1932455, 48.0451752], [8.1932372, 48.0450624], [8.1930449, 48.0450687], [8.1930532, 48.0451815], [8.1932455, 48.0451752]]};1
573;46;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1926076, 48.0470911], [8.1925794, 48.0469751], [8.1923069, 48.0470047], [8.1923351, 48.0471207], [8.1926076, 48.0470911]]};1
574;11;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1905478, 48.0461844], [8.1904501, 48.0460948], [8.1902288, 48.0462026], [8.1903264, 48.0462922], [8.1905478, 48.0461844]]};1
575;12;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1842466, 48.0499541], [8.184259, 48.049874], [8.1842204, 48.0498713], [8.184113, 48.0498639], [8.184101, 48.0499412], [8.1841504, 48.0499446], [8.1841479, 48.0499607], [8.1842079, 48.0499648], [8.18421, 48.0499515], [8.1842466, 48.0499541]]};1
576;43;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1845331, 48.0493385], [8.1846103, 48.0493449], [8.1846336, 48.0492197], [8.1845904, 48.0492161], [8.1845918, 48.0492085], [8.1845578, 48.0492057], [8.1845331, 48.0493385]]};1
577;9/1;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1927014, 48.0463386], [8.193088, 48.0463601], [8.1931068, 48.0462096], [8.1927201, 48.0461881], [8.1927014, 48.0463386]]};1
578;22;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1883974, 48.0496485], [8.1886151, 48.0496109], [8.1885703, 48.0494953], [8.1883527, 48.0495329], [8.1883974, 48.0496485]]};1
579;22;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1884612, 48.0483767], [8.1886638, 48.0483216], [8.1886004, 48.0482174], [8.1883977, 48.0482726], [8.1884612, 48.0483767]]};1
580;9;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1915241, 48.0467243], [8.1920418, 48.0466328], [8.1919761, 48.0464667], [8.1914584, 48.0465581], [8.1915241, 48.0467243]]};1
581;62;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1846334, 48.0490878], [8.184686, 48.0490905], [8.1846882, 48.0490709], [8.1847346, 48.0490733], [8.1847363, 48.0490581], [8.1847448, 48.048983], [8.184695, 48.0489805], [8.1846959, 48.0489723], [8.1846467, 48.0489698], [8.1846334, 48.0490878]]};1
582;5;Zur Langeck;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1884159, 48.0500655], [8.1886454, 48.0499709], [8.1885447, 48.0498616], [8.1883151, 48.0499562], [8.1884159, 48.0500655]]};1
583;30;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1867069, 48.0500805], [8.1869808, 48.0500554], [8.1869582, 48.0499449], [8.1866842, 48.04997], [8.1867069, 48.0500805]]};1
584;23;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1838045, 48.04859], [8.183814, 48.0484406], [8.1836377, 48.0484356], [8.1836282, 48.0485849], [8.1838045, 48.04859]]};1
585;21;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1878346, 48.0494077], [8.1880935, 48.0494228], [8.1881065, 48.0493227], [8.1878476, 48.0493077], [8.1878346, 48.0494077]]};1
586;84;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1919368, 48.0452599], [8.1918993, 48.0451627], [8.1917419, 48.0451898], [8.1917794, 48.0452871], [8.1919368, 48.0452599]]};1
587;4;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1918609, 48.0475891], [8.1918218, 48.0475142], [8.1917283, 48.047536], [8.191723, 48.0475258], [8.1916292, 48.0475477], [8.1916736, 48.0476328], [8.1918609, 48.0475891]]};1
588;8;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.191366, 48.0479559], [8.1913133, 48.0478683], [8.1912533, 48.0478845], [8.1912291, 48.0478443], [8.1910839, 48.0478834], [8.1911608, 48.0480111], [8.191366, 48.0479559]]};1
589;16;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1836887, 48.0499487], [8.1837049, 48.0498639], [8.1836575, 48.0498598], [8.1836277, 48.0498573], [8.1835451, 48.0498503], [8.1835289, 48.0499351], [8.1836887, 48.0499487]]};1
590;44;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1850187, 48.0486189], [8.1851258, 48.0485865], [8.1850642, 48.0484954], [8.1850551, 48.0484819], [8.184948, 48.0485142], [8.1850187, 48.0486189]]};1
591;13;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1893937, 48.0485182], [8.1896438, 48.0484739], [8.1896122, 48.0483941], [8.1893621, 48.0484384], [8.1893937, 48.0485182]]};1
592;15;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1851291, 48.0482639], [8.1851291, 48.0482262], [8.1851291, 48.0481736], [8.1851291, 48.0481234], [8.1849415, 48.0481234], [8.1849415, 48.0482639], [8.1851291, 48.0482639]]};1
593;4;Friedlandweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1949595, 48.0466696], [8.1950448, 48.0467553], [8.1951579, 48.046705], [8.1950725, 48.0466193], [8.1949595, 48.0466696]]};1
594;52;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.18381, 48.0487581], [8.18364, 48.0487502], [8.1836302, 48.0488573], [8.183717, 48.0488613], [8.1837196, 48.0488362], [8.1838029, 48.0488401], [8.18381, 48.0487581]]};1
595;26;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1875381, 48.049937], [8.1877483, 48.0499295], [8.1877384, 48.0498057], [8.1875282, 48.0498132], [8.1875381, 48.049937]]};1
596;16;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1899064, 48.0489217], [8.18989, 48.048892], [8.1898699, 48.0488964], [8.1898284, 48.0488174], [8.1897591, 48.0488358], [8.1897595, 48.0488504], [8.1896642, 48.048874], [8.1897024, 48.0489457], [8.1897836, 48.0489253], [8.1898093, 48.0489456], [8.1899064, 48.0489217]]};1
597;1;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1912642, 48.0473508], [8.1915006, 48.0472655], [8.1914131, 48.0471571], [8.1911767, 48.0472424], [8.1912642, 48.0473508]]};1
598;10;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1907145, 48.0483504], [8.1906903, 48.0482497], [8.1904977, 48.0482703], [8.1905176, 48.0483534], [8.1905565, 48.0483493], [8.1905607, 48.0483669], [8.1907145, 48.0483504]]};1
599;8;Zum Döbele;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1974181, 48.0448121], [8.1974856, 48.0447143], [8.1973046, 48.0446584], [8.197237, 48.0447562], [8.1974181, 48.0448121]]};1
600;38;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1939079, 48.0473958], [8.1940676, 48.0474338], [8.1941071, 48.0473583], [8.1941353, 48.0473085], [8.1940052, 48.0472775], [8.1939638, 48.0473552], [8.1939334, 48.047348], [8.1939079, 48.0473958]]};1
601;9;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1900494, 48.0480506], [8.1902284, 48.0480111], [8.1902078, 48.0479694], [8.1901862, 48.0479742], [8.1901714, 48.0479442], [8.190014, 48.0479789], [8.1900494, 48.0480506]]};1
602;3;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1970092, 48.0452091], [8.1970877, 48.0452802], [8.1972801, 48.0451852], [8.1972016, 48.0451141], [8.1971224, 48.045158], [8.1971167, 48.0451531], [8.1970092, 48.0452091]]};1
603;15;Friedlandweg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1946189, 48.0461881], [8.1947828, 48.0462394], [8.1948366, 48.0461625], [8.1947343, 48.0461304], [8.1947273, 48.0461404], [8.1946657, 48.0461212], [8.1946189, 48.0461881]]};1
604;27;Stephan-Blattmann-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1866826, 48.0496385], [8.1866875, 48.0497563], [8.1868226, 48.0497538], [8.1868177, 48.049636], [8.1866826, 48.0496385]]};1
605;5;Zum Döbele;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1976395, 48.045083], [8.1977814, 48.0451961], [8.1978977, 48.0451309], [8.1977558, 48.0450178], [8.1976395, 48.045083]]};1
606;16;Berliner Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.192298, 48.0460438], [8.1923027, 48.0459121], [8.1920688, 48.0459084], [8.1920641, 48.0460401], [8.192298, 48.0460438]]};1
608;6;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.186299, 48.0432042], [8.1865237, 48.0432043], [8.186524, 48.0429598], [8.1862994, 48.0429597], [8.186299, 48.0432042]]};1
610;5/1;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1840207, 48.0444619], [8.184202, 48.0444706], [8.1842137, 48.0443608], [8.1840324, 48.0443522], [8.1840207, 48.0444619]]};1
611;4;Salomon-Siedle-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1924302, 48.0439271], [8.1926532, 48.0438298], [8.1925984, 48.0437737], [8.1924245, 48.0438496], [8.1924038, 48.0438284], [8.1923547, 48.0438499], [8.1924302, 48.0439271]]};1
612;8;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1871249, 48.0430164], [8.1873183, 48.0430517], [8.1873859, 48.0428862], [8.1871924, 48.0428509], [8.1871249, 48.0430164]]};1
615;4;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1783369, 48.0441135], [8.178295, 48.0442786], [8.178295, 48.0442846], [8.1785802, 48.0443162], [8.1786223, 48.0441467], [8.1784187, 48.0441241], [8.1784325, 48.0440685], [8.178351, 48.0440595], [8.1783369, 48.0441135]]};1
617;6/1;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.186618, 48.042894], [8.1868526, 48.0429018], [8.1868625, 48.0427689], [8.186628, 48.042761], [8.186618, 48.042894]]};1
633;21;Bismarckstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.2029899, 48.0537303], [8.2030607, 48.0536361], [8.2032939, 48.0537145], [8.2032231, 48.0538087], [8.2029899, 48.0537303]]};1
636;8;Jahnstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.2009361, 48.0480347], [8.2009814, 48.0478586], [8.2015278, 48.0479215], [8.2014825, 48.0480976], [8.2009361, 48.0480347]]};1
644;47;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1849637, 48.0493365], [8.1850674, 48.0493429], [8.1850692, 48.0493301], [8.1850853, 48.0492134], [8.1850066, 48.0492085], [8.1850001, 48.0492562], [8.184975, 48.0492546], [8.1849637, 48.0493365]]};1
645;9;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1875309, 48.0430476], [8.1876747, 48.0430756], [8.187829, 48.0431057], [8.1878711, 48.0430091], [8.1875731, 48.042951], [8.1875309, 48.0430476]]};1
646;17;Josef-Dorer-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1846163, 48.0483479], [8.1847744, 48.0483675], [8.1847993, 48.0482774], [8.1846413, 48.0482578], [8.1846163, 48.0483479]]};1
647;3;Salomon-Siedle-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1951168, 48.044422], [8.195265, 48.044468], [8.1953002, 48.0444174], [8.195152, 48.0443714], [8.1951168, 48.044422]]};1
648;14;Salomon-Siedle-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1951147, 48.0441067], [8.1952726, 48.0441714], [8.195292, 48.0441492], [8.1956204, 48.0437739], [8.1956843, 48.043701], [8.1955359, 48.0436427], [8.1951147, 48.0441067]]};1
649;9;Zum Döbele;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.197135, 48.0446025], [8.1969926, 48.0445112], [8.1969185, 48.0445627], [8.1970542, 48.0446582], [8.1970601, 48.0446541], [8.1970984, 48.0446276], [8.197135, 48.0446025]]};1
650;43;Kussenhofstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1857121, 48.0498944], [8.185856, 48.0499081], [8.1858838, 48.0497781], [8.1857398, 48.0497643], [8.1857121, 48.0498944]]};1
651;42/1;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1968527, 48.0462738], [8.1969921, 48.0462189], [8.1969274, 48.0461508], [8.1969155, 48.0461331], [8.1969102, 48.0461228], [8.1968949, 48.0461168], [8.1968702, 48.0461208], [8.1968592, 48.0461329], [8.1968644, 48.0461584], [8.1967788, 48.0461913], [8.1968527, 48.0462738]]};1
653;12;Carl-Diem-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1943633, 48.0448733], [8.1945129, 48.0449073], [8.1945401, 48.0448538], [8.1943905, 48.0448198], [8.1943633, 48.0448733]]};1
654;3;Dr.-Guttenberg-Straße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1851525, 48.0497581], [8.1853097, 48.0498008], [8.1853599, 48.0497184], [8.1852027, 48.0496756], [8.1851525, 48.0497581]]};1
655;7;Am Staatsberg;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1854645, 48.043641], [8.1856301, 48.043641], [8.1856301, 48.0435829], [8.1854645, 48.0435829], [8.1854645, 48.043641]]};1
656;42;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1970516, 48.0464649], [8.1972006, 48.0464206], [8.1971267, 48.0463094], [8.1969777, 48.0463537], [8.1970516, 48.0464649]]};1
657;25;Bregstraße;78120;Furtwangen im Schwarzwald;3;{'type': 'LineString', 'coordinates': [[8.1984454, 48.0471371], [8.1988611, 48.0474267], [8.1990191, 48.047323], [8.1990894, 48.0471449], [8.1991274, 48.0471175], [8.1988406, 48.0469179], [8.1990455, 48.0468005], [8.1989899, 48.0467555], [8.1991333, 48.0466694], [8.1990367, 48.0465931], [8.1984835, 48.0469453], [8.1985889, 48.0470314], [8.1984454, 48.0471371]]};1
